match_id,volunteer_id,task_id,skill_match_ratio,willingness_score,availability_hours,distance_km,distance_score,fairness_score,urgency_level,urgency_score,time_compatibility,volunteer_reliability,reliability_score,task_difficulty,ngo_reputation,volunteer_aicte_points,volunteer_aicte_norm,task_points_opportunity,task_points_possible,task_points_norm,match_score,match_success
M01124,V0460,T0134,0.0,0.8,20,21.19,0.576,0.1,5,1.0,1.0,0.69,0.69,4,4.1,426.9,0.427,10.0,10.0,0.05,0.43,0
M01125,V0334,T0147,1.0,0.56,10,18.87,0.623,0.18,2,0.4,1.0,0.61,0.61,5,4.6,465.8,0.466,24.0,24.0,0.12,0.703,1
M01126,V0229,T0263,0.333,0.48,30,9.66,0.807,0.12,2,0.4,1.0,1.0,1.0,3,3.5,474.3,0.474,8.0,8.0,0.04,0.526,0
M01127,V0105,T0095,0.0,0.91,40,20.85,0.583,0.64,2,0.4,1.0,0.72,0.72,1,4.0,41.9,0.042,5.0,5.0,0.025,0.425,0
M01128,V0199,T0055,0.0,0.46,15,19.32,0.614,0.62,2,0.4,1.0,0.88,0.88,4,4.9,68.6,0.069,40.0,40.0,0.2,0.439,0
M01129,V0448,T0106,0.5,0.42,20,14.33,0.713,0.66,1,0.2,1.0,0.79,0.79,4,4.9,349.0,0.349,50.0,50.0,0.25,0.543,0
M01130,V0292,T0153,0.25,0.58,5,24.17,0.517,0.1,1,0.2,0.5,0.91,0.91,2,4.1,463.3,0.463,30.0,30.0,0.15,0.404,0
M01131,V0346,T0110,0.333,0.96,40,16.67,0.667,0.94,4,0.8,1.0,0.85,0.85,5,4.6,29.9,0.03,20.0,20.0,0.1,0.72,0
M01132,V0419,T0156,0.333,0.47,10,22.55,0.549,0.5,1,0.2,0.5,0.97,0.97,2,4.2,238.1,0.238,60.0,60.0,0.3,0.432,0
M01133,V0028,T0118,0.0,0.51,15,21.96,0.561,0.88,4,0.8,0.5,0.89,0.89,2,3.7,298.3,0.298,80.0,80.0,0.4,0.441,0
M01134,V0453,T0130,0.25,0.41,10,42.18,0.156,0.98,2,0.4,0.5,0.97,0.97,2,4.6,435.9,0.436,80.0,80.0,0.4,0.388,0
M01135,V0013,T0159,0.333,0.73,25,24.04,0.519,1.0,1,0.2,1.0,0.61,0.61,5,4.1,35.5,0.035,10.0,10.0,0.05,0.507,0
M01136,V0425,T0093,0.25,0.44,40,18.3,0.634,0.78,2,0.4,1.0,0.96,0.96,5,4.9,220.3,0.22,15.0,15.0,0.075,0.548,0
M01137,V0106,T0256,0.0,0.7,10,18.48,0.63,0.9,4,0.8,1.0,0.97,0.97,2,4.7,187.5,0.188,8.0,8.0,0.04,0.559,0
M01138,V0199,T0168,0.0,0.46,15,45.19,0.096,0.62,4,0.8,1.0,0.88,0.88,2,3.8,68.6,0.069,12.0,12.0,0.06,0.366,0
M01139,V0201,T0085,0.0,0.63,20,25.1,0.498,0.1,5,1.0,1.0,0.54,0.54,4,4.1,69.9,0.07,37.5,37.5,0.188,0.456,0
M01140,V0246,T0288,1.0,0.64,40,43.36,0.133,0.34,5,1.0,1.0,0.6,0.6,5,5.0,439.7,0.44,6.0,6.0,0.03,0.728,0
M01141,V0408,T0128,0.0,0.88,30,14.72,0.706,0.46,4,0.8,1.0,1.0,1.0,3,3.5,358.9,0.359,24.0,24.0,0.12,0.467,0
M01142,V0055,T0001,0.5,0.44,10,4.84,0.903,0.62,2,0.4,1.0,0.96,0.96,1,4.2,297.5,0.297,30.0,30.0,0.15,0.66,1
M01143,V0318,T0026,0.0,0.75,15,12.16,0.757,0.66,4,0.8,1.0,0.73,0.73,5,4.2,113.1,0.113,60.0,60.0,0.3,0.556,0
M01144,V0485,T0141,0.5,0.89,25,7.51,0.85,0.1,3,0.6,1.0,0.55,0.55,5,4.6,445.7,0.446,10.0,10.0,0.05,0.666,1
M01145,V0156,T0228,0.0,0.72,10,31.9,0.362,0.72,1,0.2,0.5,0.9,0.9,1,4.6,150.4,0.15,60.0,60.0,0.3,0.348,0
M01146,V0291,T0082,0.25,0.8,25,10.87,0.783,0.18,2,0.4,1.0,0.87,0.87,3,4.8,360.1,0.36,12.0,12.0,0.06,0.478,0
M01147,V0189,T0111,0.0,0.87,40,23.33,0.533,0.32,3,0.6,1.0,0.86,0.86,4,4.0,411.3,0.411,32.0,32.0,0.16,0.456,0
M01148,V0498,T0217,0.0,0.98,40,19.81,0.604,0.82,1,0.2,1.0,0.91,0.91,1,4.5,181.5,0.181,45.0,45.0,0.225,0.515,0
M01149,V0191,T0039,0.667,0.72,25,12.38,0.752,0.8,3,0.6,1.0,0.64,0.64,1,4.2,161.8,0.162,4.0,4.0,0.02,0.7,1
M01150,V0335,T0012,0.0,0.95,40,21.82,0.564,0.42,4,0.8,1.0,0.64,0.64,1,4.2,487.5,0.487,32.0,32.0,0.16,0.454,0
M01151,V0018,T0062,0.25,0.44,30,4.57,0.909,0.94,1,0.2,1.0,0.79,0.79,5,5.0,374.0,0.374,12.0,12.0,0.06,0.515,0
M01152,V0135,T0234,0.0,0.52,25,3.7,0.926,0.22,4,0.8,1.0,0.87,0.87,2,4.5,460.3,0.46,24.0,24.0,0.12,0.498,0
M01153,V0455,T0105,0.0,0.61,20,7.61,0.848,0.22,1,0.2,1.0,0.64,0.64,3,4.9,462.1,0.462,40.0,40.0,0.2,0.351,0
M01154,V0326,T0016,0.0,0.77,15,21.67,0.567,0.38,1,0.2,1.0,0.88,0.88,5,3.8,212.0,0.212,30.0,30.0,0.15,0.442,0
M01155,V0478,T0244,0.0,0.69,5,36.93,0.261,0.44,4,0.8,0.5,0.56,0.56,3,3.5,261.3,0.261,40.0,40.0,0.2,0.314,0
M01156,V0058,T0045,0.0,0.98,20,48.16,0.037,0.48,3,0.6,1.0,0.93,0.93,4,3.6,166.7,0.167,12.0,12.0,0.06,0.428,0
M01157,V0234,T0297,0.5,0.65,25,53.63,0.0,0.1,3,0.6,1.0,0.65,0.65,5,4.8,270.1,0.27,24.0,24.0,0.12,0.492,0
M01158,V0140,T0139,0.0,0.69,30,45.46,0.091,0.1,1,0.2,1.0,0.82,0.82,3,3.9,482.0,0.482,20.0,20.0,0.1,0.231,0
M01159,V0289,T0246,0.0,0.98,40,14.65,0.707,0.32,4,0.8,1.0,0.84,0.84,1,4.9,3.7,0.004,8.0,8.0,0.04,0.465,0
M01160,V0355,T0079,0.333,0.49,25,21.86,0.563,0.56,5,1.0,1.0,1.0,1.0,4,4.5,451.2,0.451,60.0,60.0,0.3,0.554,0
M01161,V0204,T0194,1.0,0.95,40,16.99,0.66,0.36,1,0.2,1.0,0.88,0.88,2,5.0,143.2,0.143,37.5,37.5,0.188,0.75,1
M01162,V0255,T0222,0.0,0.87,15,11.01,0.78,0.68,5,1.0,1.0,0.56,0.56,2,4.2,292.8,0.293,16.0,16.0,0.08,0.572,0
M01163,V0212,T0090,0.0,1.0,40,24.82,0.504,0.1,1,0.2,1.0,0.62,0.62,2,4.7,450.2,0.45,80.0,80.0,0.4,0.44,0
M01164,V0296,T0023,0.0,0.6,10,27.91,0.442,0.18,4,0.8,1.0,0.53,0.53,5,3.6,117.3,0.117,18.0,18.0,0.09,0.397,0
M01165,V0492,T0144,0.0,0.86,40,16.21,0.676,0.48,1,0.2,1.0,0.53,0.53,1,3.7,159.3,0.159,45.0,45.0,0.225,0.452,0
M01166,V0369,T0246,0.0,0.85,5,24.28,0.514,0.14,4,0.8,1.0,0.62,0.62,1,4.9,176.0,0.176,8.0,8.0,0.04,0.397,0
M01167,V0137,T0013,1.0,0.58,15,26.35,0.473,0.74,3,0.6,0.5,0.74,0.74,2,4.3,345.1,0.345,40.0,40.0,0.2,0.746,0
M01168,V0494,T0097,0.0,0.57,25,35.44,0.291,0.18,1,0.2,1.0,0.74,0.74,3,3.8,426.3,0.426,37.5,37.5,0.188,0.274,0
M01169,V0230,T0001,0.25,0.85,10,20.48,0.59,0.6,2,0.4,1.0,0.54,0.54,1,4.2,83.9,0.084,30.0,30.0,0.15,0.585,0
M01170,V0023,T0289,0.0,0.6,10,2.1,0.958,0.68,2,0.4,1.0,0.85,0.85,1,3.9,80.8,0.081,4.0,4.0,0.02,0.516,0
M01171,V0223,T0287,0.0,0.63,10,33.76,0.325,0.6,3,0.6,1.0,0.91,0.91,2,3.8,298.6,0.299,8.0,8.0,0.04,0.447,0
M01172,V0251,T0119,0.0,0.77,25,17.79,0.644,1.0,4,0.8,1.0,0.92,0.92,1,3.6,255.8,0.256,4.0,4.0,0.02,0.553,0
M01173,V0381,T0025,0.0,0.45,30,43.64,0.127,0.1,4,0.8,1.0,0.97,0.97,1,4.4,395.5,0.396,24.0,24.0,0.12,0.298,0
M01174,V0046,T0189,0.0,0.56,15,16.69,0.666,0.24,5,1.0,0.5,0.51,0.51,4,4.7,350.6,0.351,80.0,80.0,0.4,0.389,0
M01175,V0242,T0279,0.0,0.86,5,7.96,0.841,0.88,4,0.8,0.5,0.64,0.64,1,4.0,281.3,0.281,15.0,15.0,0.075,0.467,0
M01176,V0338,T0191,0.0,0.4,15,6.5,0.87,0.48,3,0.6,1.0,0.62,0.62,2,5.0,441.1,0.441,20.0,20.0,0.1,0.444,0
M01177,V0277,T0075,0.0,0.96,40,5.98,0.88,0.4,3,0.6,1.0,0.96,0.96,5,3.8,462.2,0.462,12.0,12.0,0.06,0.495,0
M01178,V0328,T0178,0.5,0.71,30,29.6,0.408,0.1,3,0.6,1.0,0.93,0.93,4,3.8,243.3,0.243,30.0,30.0,0.15,0.55,0
M01179,V0298,T0206,0.0,0.58,25,36.4,0.272,0.78,4,0.8,1.0,0.64,0.64,2,4.4,322.8,0.323,5.0,5.0,0.025,0.397,0
M01180,V0178,T0150,0.0,0.55,10,6.32,0.874,0.46,1,0.2,0.5,1.0,1.0,5,4.4,394.5,0.395,30.0,30.0,0.15,0.34,0
M01181,V0345,T0254,0.0,0.47,40,8.48,0.83,1.0,5,1.0,1.0,0.85,0.85,4,4.2,484.4,0.484,4.0,4.0,0.02,0.542,0
M01182,V0209,T0185,0.0,0.43,40,16.66,0.667,0.7,5,1.0,1.0,0.96,0.96,5,3.7,23.0,0.023,24.0,24.0,0.12,0.534,0
M01183,V0045,T0130,0.25,0.56,40,42.9,0.142,0.9,2,0.4,1.0,0.88,0.88,2,4.6,139.5,0.14,80.0,80.0,0.4,0.521,0
M01184,V0171,T0184,0.0,0.49,20,33.23,0.335,0.54,4,0.8,1.0,0.65,0.65,2,4.1,53.3,0.053,10.0,10.0,0.05,0.406,0
M01185,V0231,T0277,0.0,0.46,5,19.28,0.614,0.52,2,0.4,1.0,0.58,0.58,5,4.5,219.1,0.219,8.0,8.0,0.04,0.414,0
M01186,V0085,T0022,0.25,0.55,10,14.06,0.719,0.4,2,0.4,1.0,0.55,0.55,1,3.5,33.6,0.034,8.0,8.0,0.04,0.471,0
M01187,V0471,T0075,0.0,0.49,10,20.07,0.599,0.84,3,0.6,1.0,0.71,0.71,5,3.8,104.9,0.105,12.0,12.0,0.06,0.453,0
M01188,V0277,T0082,0.0,0.96,40,10.98,0.78,0.4,2,0.4,1.0,0.96,0.96,3,4.8,462.2,0.462,12.0,12.0,0.06,0.513,0
M01189,V0294,T0072,0.5,0.74,20,10.82,0.784,0.3,4,0.8,1.0,0.87,0.87,3,3.7,473.5,0.473,30.0,30.0,0.15,0.698,1
M01190,V0406,T0106,0.5,0.46,20,5.35,0.893,0.62,1,0.2,1.0,0.55,0.55,4,4.9,477.9,0.478,50.0,50.0,0.25,0.618,1
M01191,V0203,T0042,0.0,0.93,5,24.31,0.514,0.6,5,1.0,0.5,0.78,0.78,4,4.7,66.0,0.066,60.0,60.0,0.3,0.511,0
M01192,V0451,T0058,0.5,0.69,25,23.43,0.531,0.86,3,0.6,1.0,0.91,0.91,2,4.5,235.1,0.235,30.0,30.0,0.15,0.699,1
M01193,V0279,T0022,0.25,0.92,30,25.05,0.499,0.3,2,0.4,1.0,0.81,0.81,1,3.5,316.3,0.316,8.0,8.0,0.04,0.505,0
M01194,V0295,T0003,1.0,0.9,10,23.45,0.531,0.78,3,0.6,1.0,0.53,0.53,2,4.7,335.5,0.336,24.0,24.0,0.12,0.801,1
M01195,V0282,T0085,0.5,0.92,30,17.3,0.654,0.72,5,1.0,1.0,0.62,0.62,4,4.1,371.2,0.371,37.5,37.5,0.188,0.736,1
M01196,V0351,T0172,0.0,0.51,5,29.95,0.401,0.88,4,0.8,0.5,0.79,0.79,2,3.6,242.7,0.243,32.0,32.0,0.16,0.394,0
M01197,V0167,T0192,1.0,0.56,5,25.02,0.5,0.66,1,0.2,1.0,0.52,0.52,3,4.9,449.7,0.45,6.0,6.0,0.03,0.714,0
M01198,V0203,T0268,0.5,0.93,5,9.45,0.811,0.6,5,1.0,0.5,0.78,0.78,1,4.8,66.0,0.066,80.0,80.0,0.4,0.719,0
M01199,V0202,T0113,0.0,0.85,15,15.54,0.689,0.94,1,0.2,1.0,0.62,0.62,1,4.9,391.9,0.392,60.0,60.0,0.3,0.487,0
M01200,V0384,T0209,0.25,0.76,10,26.29,0.474,0.3,1,0.2,0.5,0.91,0.91,1,4.5,139.1,0.139,30.0,30.0,0.15,0.44,0
M01201,V0055,T0116,0.333,0.44,10,20.68,0.586,0.62,4,0.8,1.0,0.96,0.96,1,4.6,297.5,0.297,6.0,6.0,0.03,0.567,0
M01202,V0233,T0080,0.0,0.84,25,5.72,0.886,0.9,2,0.4,1.0,0.95,0.95,3,4.9,169.0,0.169,10.0,10.0,0.05,0.567,0
M01203,V0459,T0097,0.5,0.53,40,10.79,0.784,0.76,1,0.2,1.0,0.72,0.72,3,3.8,11.3,0.011,37.5,37.5,0.188,0.635,1
M01204,V0458,T0259,0.5,0.69,5,20.49,0.59,0.14,5,1.0,0.5,0.7,0.7,4,4.9,275.5,0.276,16.0,16.0,0.08,0.592,0
M01205,V0254,T0074,1.0,0.9,25,36.16,0.277,0.64,5,1.0,1.0,0.63,0.63,3,3.6,48.8,0.049,12.0,12.0,0.06,0.865,0
M01206,V0356,T0157,0.25,0.55,20,50.46,0.0,0.5,1,0.2,1.0,0.64,0.64,3,4.1,0.1,0.0,12.0,12.0,0.06,0.349,0
M01207,V0208,T0156,0.0,0.83,25,8.92,0.822,0.92,1,0.2,1.0,0.53,0.53,2,4.2,248.1,0.248,60.0,60.0,0.3,0.526,0
M01208,V0278,T0050,0.333,0.99,30,12.01,0.76,0.7,4,0.8,1.0,0.99,0.99,1,3.7,136.8,0.137,16.0,16.0,0.08,0.724,0
M01209,V0098,T0013,0.0,0.46,40,1.01,0.98,0.1,3,0.6,1.0,0.52,0.52,2,4.3,42.2,0.042,40.0,40.0,0.2,0.372,0
M01210,V0152,T0062,0.5,0.84,5,26.84,0.463,0.16,1,0.2,0.5,0.94,0.94,5,5.0,209.6,0.21,12.0,12.0,0.06,0.471,0
M01211,V0424,T0037,0.0,0.45,20,40.56,0.189,0.66,5,1.0,1.0,0.83,0.83,3,3.6,384.7,0.385,30.0,30.0,0.15,0.356,0
M01212,V0232,T0061,0.333,0.79,30,27.05,0.459,0.8,4,0.8,1.0,0.52,0.52,2,4.4,225.6,0.226,6.0,6.0,0.03,0.577,0
M01213,V0184,T0207,1.0,0.82,40,30.77,0.385,0.28,5,1.0,1.0,0.59,0.59,3,4.5,50.9,0.051,12.0,12.0,0.06,0.741,0
M01214,V0306,T0154,1.0,0.78,5,1.72,0.966,0.28,1,0.2,1.0,0.96,0.96,2,4.1,73.4,0.073,8.0,8.0,0.04,0.792,1
M01215,V0192,T0107,0.0,0.48,10,9.83,0.803,0.6,2,0.4,1.0,0.84,0.84,1,4.6,414.2,0.414,25.0,25.0,0.125,0.409,0
M01216,V0318,T0245,0.333,0.75,15,10.77,0.785,0.66,5,1.0,1.0,0.73,0.73,3,4.5,113.1,0.113,5.0,5.0,0.025,0.661,0
M01217,V0304,T0022,0.0,0.69,25,16.34,0.673,0.36,2,0.4,1.0,0.61,0.61,1,3.5,441.0,0.441,8.0,8.0,0.04,0.418,0
M01218,V0017,T0256,1.0,0.94,10,10.13,0.797,1.0,4,0.8,1.0,0.89,0.89,2,4.7,492.7,0.493,8.0,8.0,0.04,0.904,1
M01219,V0016,T0131,0.0,0.68,40,19.08,0.618,0.92,3,0.6,1.0,0.78,0.78,1,4.6,221.6,0.222,20.0,20.0,0.1,0.504,0
M01220,V0441,T0197,0.667,0.47,10,24.82,0.504,0.7,3,0.6,1.0,0.69,0.69,4,3.6,368.9,0.369,24.0,24.0,0.12,0.664,1
M01221,V0395,T0051,0.0,0.67,15,9.92,0.802,0.34,3,0.6,1.0,0.89,0.89,3,3.8,151.2,0.151,12.0,12.0,0.06,0.45,0
M01222,V0301,T0180,0.25,0.92,10,21.34,0.573,0.1,4,0.8,1.0,0.61,0.61,1,4.0,241.8,0.242,15.0,15.0,0.075,0.573,0
M01223,V0351,T0252,0.0,0.51,5,16.84,0.663,0.88,3,0.6,1.0,0.79,0.79,3,3.6,242.7,0.243,8.0,8.0,0.04,0.508,0
M01224,V0195,T0020,0.75,0.69,15,24.1,0.518,0.14,3,0.6,1.0,0.81,0.81,1,4.1,381.1,0.381,40.0,40.0,0.2,0.703,1
M01225,V0389,T0045,0.0,0.71,30,14.62,0.708,0.38,3,0.6,1.0,0.62,0.62,4,3.6,404.0,0.404,12.0,12.0,0.06,0.43,0
M01226,V0279,T0048,0.0,0.92,30,33.42,0.332,0.3,3,0.6,1.0,0.81,0.81,5,4.9,316.3,0.316,30.0,30.0,0.15,0.375,0
M01227,V0371,T0049,0.5,0.78,10,15.14,0.697,0.7,5,1.0,1.0,0.66,0.66,3,3.6,286.4,0.286,8.0,8.0,0.04,0.688,1
M01228,V0384,T0173,0.5,0.76,10,7.26,0.855,0.3,5,1.0,0.5,0.91,0.91,2,4.8,139.1,0.139,37.5,37.5,0.188,0.622,0
M01229,V0241,T0018,0.0,0.57,20,9.7,0.806,1.0,4,0.8,1.0,0.76,0.76,5,4.7,393.3,0.393,24.0,24.0,0.12,0.501,0
M01230,V0283,T0232,0.0,0.81,25,27.99,0.44,1.0,2,0.4,1.0,0.93,0.93,4,4.5,371.8,0.372,60.0,60.0,0.3,0.45,0
M01231,V0211,T0049,0.5,0.68,15,1.79,0.964,0.62,5,1.0,1.0,0.5,0.5,3,3.6,163.7,0.164,8.0,8.0,0.04,0.657,1
M01232,V0066,T0015,0.0,0.72,20,33.15,0.337,0.1,4,0.8,1.0,0.98,0.98,3,4.0,72.1,0.072,60.0,60.0,0.3,0.454,0
M01233,V0228,T0036,0.5,0.97,40,27.9,0.442,0.38,5,1.0,1.0,0.98,0.98,3,4.9,324.6,0.325,45.0,45.0,0.225,0.676,0
M01234,V0238,T0141,0.0,0.54,5,20.8,0.584,0.52,3,0.6,1.0,0.77,0.77,5,4.6,409.2,0.409,10.0,10.0,0.05,0.429,0
M01235,V0199,T0275,0.0,0.46,15,9.68,0.806,0.62,3,0.6,1.0,0.88,0.88,3,3.6,68.6,0.069,10.0,10.0,0.05,0.472,0
M01236,V0025,T0130,0.25,0.64,25,38.32,0.234,0.82,2,0.4,1.0,0.58,0.58,2,4.6,462.9,0.463,80.0,80.0,0.4,0.484,0
M01237,V0358,T0265,0.25,0.62,25,24.55,0.509,0.72,4,0.8,1.0,0.79,0.79,1,4.1,128.1,0.128,40.0,40.0,0.2,0.554,0
M01238,V0462,T0232,0.5,0.99,5,32.83,0.343,0.26,2,0.4,0.5,0.7,0.7,4,4.5,378.1,0.378,60.0,60.0,0.3,0.509,0
M01239,V0084,T0021,0.0,0.79,40,22.36,0.553,0.1,1,0.2,1.0,0.94,0.94,4,3.6,432.7,0.433,60.0,60.0,0.3,0.359,0
M01240,V0170,T0219,0.0,0.51,25,4.51,0.91,0.52,2,0.4,1.0,0.9,0.9,3,3.7,42.8,0.043,60.0,60.0,0.3,0.425,0
M01241,V0080,T0040,0.0,0.75,40,9.47,0.811,0.72,3,0.6,1.0,0.95,0.95,5,3.7,164.3,0.164,37.5,37.5,0.188,0.488,0
M01242,V0249,T0128,0.667,0.53,10,24.1,0.518,0.72,4,0.8,1.0,0.7,0.7,3,3.5,338.8,0.339,24.0,24.0,0.12,0.624,1
M01243,V0398,T0091,0.5,0.78,10,22.79,0.544,0.76,2,0.4,1.0,0.66,0.66,4,4.2,96.3,0.096,8.0,8.0,0.04,0.649,1
M01244,V0023,T0155,0.333,0.6,10,13.31,0.734,0.68,4,0.8,1.0,0.85,0.85,3,3.7,80.8,0.081,10.0,10.0,0.05,0.576,0
M01245,V0175,T0299,0.0,0.88,15,32.58,0.348,0.58,5,1.0,1.0,0.83,0.83,4,4.3,215.3,0.215,37.5,37.5,0.188,0.521,0
M01246,V0118,T0228,0.0,0.74,15,37.32,0.254,0.68,1,0.2,1.0,0.81,0.81,1,4.6,352.0,0.352,60.0,60.0,0.3,0.413,0
M01247,V0486,T0060,0.0,0.76,30,13.62,0.728,0.62,2,0.4,1.0,0.77,0.77,2,3.8,57.2,0.057,6.0,6.0,0.03,0.424,0
M01248,V0072,T0068,0.0,0.88,25,21.34,0.573,0.56,4,0.8,1.0,0.63,0.63,4,4.2,109.5,0.11,40.0,40.0,0.2,0.516,0
M01249,V0485,T0289,0.0,0.89,25,12.03,0.759,0.1,2,0.4,1.0,0.55,0.55,1,3.9,445.7,0.446,4.0,4.0,0.02,0.365,0
M01250,V0255,T0188,0.25,0.87,15,4.18,0.916,0.68,2,0.4,1.0,0.56,0.56,5,4.1,292.8,0.293,5.0,5.0,0.025,0.613,0
M01251,V0221,T0011,0.0,0.56,20,22.69,0.546,0.82,4,0.8,1.0,0.62,0.62,4,3.8,17.3,0.017,20.0,20.0,0.1,0.484,0
M01252,V0460,T0189,0.0,0.8,20,23.25,0.535,0.1,5,1.0,1.0,0.69,0.69,4,4.7,426.9,0.427,80.0,80.0,0.4,0.465,0
M01253,V0055,T0215,0.333,0.44,10,38.01,0.24,0.62,2,0.4,0.5,0.96,0.96,3,4.4,297.5,0.297,50.0,50.0,0.25,0.42,0
M01254,V0143,T0224,0.0,0.83,5,33.88,0.322,0.58,3,0.6,0.5,0.88,0.88,3,4.6,395.4,0.395,40.0,40.0,0.2,0.389,0
M01255,V0217,T0035,0.0,0.82,25,29.75,0.405,0.74,5,1.0,1.0,0.55,0.55,3,4.2,418.0,0.418,5.0,5.0,0.025,0.43,0
M01256,V0135,T0184,0.5,0.52,25,30.0,0.4,0.22,4,0.8,1.0,0.87,0.87,2,4.1,460.3,0.46,10.0,10.0,0.05,0.545,0
M01257,V0260,T0125,0.25,0.48,20,27.67,0.447,0.1,1,0.2,1.0,0.96,0.96,1,3.8,94.2,0.094,24.0,24.0,0.12,0.448,0
M01258,V0449,T0071,0.0,0.62,5,34.2,0.316,0.52,3,0.6,0.5,0.68,0.68,1,4.1,182.8,0.183,12.0,12.0,0.06,0.296,0
M01259,V0083,T0045,0.0,0.95,5,37.82,0.244,0.9,3,0.6,1.0,0.56,0.56,4,3.6,161.1,0.161,12.0,12.0,0.06,0.462,0
M01260,V0341,T0101,0.0,0.4,5,17.48,0.65,1.0,4,0.8,0.5,0.66,0.66,2,3.6,246.8,0.247,24.0,24.0,0.12,0.414,0
M01261,V0280,T0192,0.0,0.74,25,28.65,0.427,0.16,1,0.2,1.0,0.95,0.95,3,4.9,355.1,0.355,6.0,6.0,0.03,0.355,0
M01262,V0245,T0035,0.25,0.79,10,20.55,0.589,0.74,5,1.0,1.0,0.74,0.74,3,4.2,456.7,0.457,5.0,5.0,0.025,0.64,0
M01263,V0337,T0095,1.0,0.58,5,14.52,0.71,0.1,2,0.4,1.0,0.73,0.73,1,4.0,424.0,0.424,5.0,5.0,0.025,0.727,1
M01264,V0060,T0287,0.0,0.86,10,41.36,0.173,0.3,3,0.6,1.0,0.94,0.94,2,3.8,65.5,0.066,8.0,8.0,0.04,0.346,0
M01265,V0104,T0076,0.0,0.68,15,51.71,0.0,0.52,1,0.2,1.0,0.58,0.58,3,4.5,251.5,0.252,12.0,12.0,0.06,0.278,0
M01266,V0383,T0201,0.0,0.41,20,8.42,0.832,0.38,4,0.8,1.0,0.94,0.94,4,4.5,271.8,0.272,15.0,15.0,0.075,0.398,0
M01267,V0031,T0262,0.0,0.73,5,8.8,0.824,0.64,2,0.4,0.5,0.8,0.8,5,3.9,105.1,0.105,37.5,37.5,0.188,0.462,0
M01268,V0058,T0269,0.0,0.98,20,30.2,0.396,0.48,1,0.2,1.0,0.93,0.93,1,4.9,166.7,0.167,12.0,12.0,0.06,0.435,0
M01269,V0300,T0272,0.0,0.91,10,34.49,0.31,0.36,3,0.6,1.0,0.75,0.75,4,4.9,255.2,0.255,8.0,8.0,0.04,0.362,0
M01270,V0451,T0071,0.0,0.69,25,5.18,0.896,0.86,3,0.6,1.0,0.91,0.91,1,4.1,235.1,0.235,12.0,12.0,0.06,0.507,0
M01271,V0125,T0246,0.0,0.56,10,11.54,0.769,0.28,4,0.8,1.0,0.75,0.75,1,4.9,208.3,0.208,8.0,8.0,0.04,0.471,0
M01272,V0097,T0244,0.0,0.92,40,7.64,0.847,0.22,4,0.8,1.0,0.79,0.79,3,3.5,297.0,0.297,40.0,40.0,0.2,0.505,0
M01273,V0110,T0051,1.0,0.73,20,32.18,0.356,0.4,3,0.6,1.0,0.69,0.69,3,3.8,21.8,0.022,12.0,12.0,0.06,0.717,0
M01274,V0284,T0278,0.0,0.58,10,25.6,0.488,0.92,3,0.6,1.0,0.76,0.76,3,4.3,93.5,0.093,20.0,20.0,0.1,0.488,0
M01275,V0037,T0075,0.0,0.49,10,6.6,0.868,0.48,3,0.6,1.0,0.71,0.71,5,3.8,203.8,0.204,12.0,12.0,0.06,0.461,0
M01276,V0440,T0262,0.0,0.51,40,28.21,0.436,0.38,2,0.4,1.0,0.62,0.62,5,3.9,257.5,0.258,37.5,37.5,0.188,0.317,0
M01277,V0390,T0035,0.25,0.84,10,3.34,0.933,0.22,5,1.0,1.0,0.67,0.67,3,4.2,499.5,0.499,5.0,5.0,0.025,0.593,0
M01278,V0038,T0290,0.333,0.63,40,9.06,0.819,0.32,3,0.6,1.0,0.8,0.8,3,4.2,373.8,0.374,6.0,6.0,0.03,0.523,0
M01279,V0321,T0212,0.333,0.9,10,17.03,0.659,0.9,4,0.8,1.0,0.67,0.67,4,4.7,199.5,0.2,20.0,20.0,0.1,0.687,0
M01280,V0186,T0116,0.333,0.62,10,5.78,0.884,0.52,4,0.8,1.0,0.69,0.69,1,4.6,209.1,0.209,6.0,6.0,0.03,0.637,0
M01281,V0209,T0031,0.0,0.43,40,10.63,0.787,0.7,3,0.6,1.0,0.96,0.96,3,4.6,23.0,0.023,40.0,40.0,0.2,0.495,0
M01282,V0022,T0165,0.0,0.85,10,20.45,0.591,0.64,3,0.6,1.0,0.6,0.6,4,4.1,302.4,0.302,24.0,24.0,0.12,0.495,0
M01283,V0015,T0099,0.25,0.84,30,13.89,0.722,0.18,1,0.2,1.0,0.67,0.67,2,4.6,49.2,0.049,15.0,15.0,0.075,0.513,0
M01284,V0477,T0192,0.0,0.76,15,10.54,0.789,0.44,1,0.2,1.0,0.99,0.99,3,4.9,112.9,0.113,6.0,6.0,0.03,0.433,0
M01285,V0311,T0116,0.0,0.93,20,6.63,0.867,0.76,4,0.8,1.0,0.5,0.5,1,4.6,2.7,0.003,6.0,6.0,0.03,0.577,0
M01286,V0066,T0246,0.0,0.72,20,14.63,0.707,0.1,4,0.8,1.0,0.98,0.98,1,4.9,72.1,0.072,8.0,8.0,0.04,0.464,0
M01287,V0405,T0261,0.0,0.6,40,4.55,0.909,0.26,2,0.4,1.0,0.78,0.78,4,4.3,215.6,0.216,45.0,45.0,0.225,0.475,0
